0.90937,0.687592,-2.72513,-1.63998,1.17797,4.40482,0.819741,1.97319,-0.356843,4.31544,-1.6675,6.24062,1.78512,-10.054,-0.64878,-1.33325,0.0885642,1.85253,-0.661366,0.0479353,0.251088,5.31348,0.669526,-1.39673,-2.16849,-0.668132,0.0803687,0.836794,-0.713406,0.305074,0
-0.534172,0.717856,0.768095,6.66476,2.41071,-1.07059,0.432039,0.936861,-0.0440476,3.49268,0.911155,-2.65794,-4.72284,-2.07569,0.414191,1.19995,-0.0826842,1.6621,-0.332664,-4.51664,-0.926354,-8.79067,2.78886,2.74332,-2.90843,-1.33528,-2.37844,-2.1022,0.547953,-0.625325,0
-0.227926,0.445104,-2.67403,-0.99627,-0.778826,0.918477,-6.50545,-1.2263,1.16062,2.06088,0.547817,-0.749281,1.31999,10.2978,-0.252782,-0.765157,1.65309,0.241881,0.282893,4.70171,0.412633,-1.64776,-0.666771,1.56643,-4.25389,0.195531,-2.65281,1.94209,0.568284,-0.169946,0
1.45295,-1.40949,1.75699,5.47516,0.324837,1.0858,2.80733,-1.35517,-0.0812848,1.07108,-4.08464,-0.559189,0.085719,-5.66945,-1.43537,0.729314,-1.34928,1.35149,0.388881,2.10701,-0.861904,-3.30915,3.72369,3.78992,-5.30111,-1.38587,-3.21209,-0.900347,-0.0583971,-0.540742,0
0.0690986,0.218817,2.6095,-4.02387,-2.44035,-0.538775,-2.71459,2.20427,-0.948605,0.705361,-0.974562,0.664559,-5.14799,0.731707,-0.198492,-2.63464,-0.49498,1.99771,0.280076,0.715184,0.249518,9.05081,-1.41948,-3.01606,-2.59683,1.68776,1.31736,2.10591,-0.122026,0.326558,0
0.975485,4.53934,1.29735,6.27301,-0.340955,3.1735,2.32932,0.60017,-0.46239,0.549542,2.16008,-1.28268,-8.34994,-6.7124,0.0326978,0.169777,-0.174324,5.52723,2.09097,-11.3399,0.561398,-2.10824,8.79987,0.877395,-9.40873,-1.33262,-0.224037,-7.61666,0.292818,-0.175632,0
0.946217,0.802091,-1.7622,-2.36042,-0.987034,0.923236,-0.18377,-3.04827,0.661215,1.43403,1.62596,2.17938,5.58733,4.80707,-2.94903,3.16612,-0.747222,1.64157,-1.5583,4.32649,-0.840782,-0.304935,-0.278893,-1.68512,-0.426203,-2.18297,0.429988,1.78303,-2.52762,0.501029,0
0.902132,-1.25155,-2.38241,-8.13036,-1.63924,0.461194,0.615507,-0.926145,-0.780984,0.249997,-1.32962,3.47467,4.54141,0.255714,0.172616,-2.55405,-1.57248,0.347839,-0.369345,5.27995,0.98064,7.50588,-2.28608,-1.29538,-0.10774,1.61621,-0.918317,3.4043,1.39287,1.01089,0
-0.640232,-0.718184,1.58376,-4.80458,-1.62194,-0.0772032,-0.855656,-0.0940307,-0.384132,-0.433193,-0.233287,3.96001,-2.39821,-1.69896,0.680138,-0.720693,-1.75796,-1.29592,-1.8599,4.41726,1.76474,-0.426799,0.365848,-3.30597,1.39524,-2.01484,2.89707,-0.74019,0.967914,-0.099718,0
1.41022,-1.73558,0.192102,-10.7342,-2.46756,-2.83075,-0.273378,-3.50065,-0.231211,-0.114073,-1.13109,1.50429,3.34202,3.19991,-0.162516,1.01411,-0.510599,-1.01797,-1.36488,8.89067,0.337437,3.6337,-1.03351,-3.56496,2.67253,2.01689,1.98485,2.12002,1.0925,1.98187,0
